sort v2024,species_code,Clements v2024b change,text for website v2024b,category,English name,scientific name,range,order,family,extinct,extinct year,sort_v2023,de_name,es_name,ukrainian_name,ar_name
25328,trweye1,name change - English; range,"Change English name of Rukia ruki from Truk White-eye to Teardrop White-eye; range changed from ""forest and scrub of Truk (eastern Caroline Islands)"" to ""forest and scrub of Chuuk (eastern Caroline Islands)""",species,Teardrop White-eye,Rukia ruki,forest and scrub of Chuuk (eastern Caroline Islands),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25138,Tränentropfen-Weißeauge,Ojo Blanco Gota de Lágrima,Рукія рукі,روكيا روكي
25329,lbweye2,,,species,Long-billed White-eye,Rukia longirostra,mountains of Pohnpei (eastern Caroline Islands),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25139,Langschnabel-Weißauge,Ojo blanco pico largo,Довгодзьобий білоокий,عين بيضاء منقار طويل
25330,giweye1,,,species,Giant White-eye,Megazosterops palauensis,"Palau Archipelago (Babelthuap, Urukthapel, and Peleliu)",Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25140,Riesenweißtropfen,Ojo Blanco Gigante,Гігантський білоглаз,العين البيضاء العملاقة
25331,jgtwhe1,name change - English; range,Change English name of Heleia javanica from Javan Gray-throated White-eye to Javan Heleia,species,Javan Heleia,Heleia javanica,,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25141,Javan-Heleia,Heleia javanica,Гелея яванська,هيليا جاوانيكا
25332,jgtwhe2,,,subspecies,Scarlet-headed Flowerpecker,Heleia javanica frontalis,mountains of western Java (Mount Karang and Mount Pangrango-Gedeh),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25142,Javanische Zwergdrossel,Zorzalito de Java,Яванський дрізд,طائر جافا القزم
25333,jgtwhe3,,,subspecies,Scarlet-headed Flowerpecker,Heleia javanica javanica,mountains of central and eastern Java,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25143,Javanische Zwergdrossel,Zorzalito de Java,Яванський дрізд,طائر الجاوة الصغير
25334,jgtwhe4,,,subspecies,,Heleia javanica elongata,mountains of far eastern Java (Idjen Plateau) and Bali,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25144,Javanische Zwergdrossel,Zorzal enano de Java,Яванський карликовий дрізд,طائر الجاوة القزم
25335,gyhwhe1,name change - English,Change English name of Heleia pinaiae from Gray-hooded White-eye to Gray-hooded Heleia,species,Gray-hooded Heleia,Heleia pinaiae,tree-fern forest of Seram (southern Moluccas),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25145,Graukapuzensänger,Heleia capucha gris,Сіра гелея,هيليا ذات الغطاء الرمادي
25336,pyweye1,name change - English,Change English name of Heleia squamifrons from Pygmy White-eye to Pygmy Heleia,species,Pygmy Heleia,Heleia squamifrons,montane moss forest of northern Borneo (Sabah),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25146,Zwerg-Heleia,Heleia enana,Пігмійська гелея,هيليا القزم
25337,minwhe1,name change - English; range,Change English name of Heleia goodfellowi from Mindanao White-eye to Mindanao Heleia,species,Mindanao Heleia,Heleia goodfellowi,,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25147,Mindanao-Heleia,Heleia de Mindanao,Гелея майнданаоська,هيليا مينداناو
25338,minwhe4,,,subspecies,,Heleia goodfellowi gracilis,southern Philippines (Mount Hilong Hilong on northeastern Mindanao),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25148,Gelbbauch-Bartvogel,Barbón de Goodfellow,Бородань Гудфеллоу,طائر اللحية غودفيلو
25339,minwhe2,,,subspecies,,Heleia goodfellowi goodfellowi,"southern Philippines (Mountains Apo, Matutum, Mayo, Katanglad, on Mindanao)",Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25149,Goodfellow-Bülbül,Bulbul de Goodfellow,Бульбуль Гудфеллоу,بلبل جودفيلو
25340,minwhe3,,,subspecies,,Heleia goodfellowi malindangensis,southern Philippines (Mount Malindang on Mindanao),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25150,Malindang-Heleia,Heleia de Malindang,Гелея гудфеллові маліндангська,هيليا جودفيلو ماليندانغنسيس
25341,sthwhe1,name change - English; range,Change English name of Heleia squamiceps from Streak-headed White-eye to Sulawesi Heleia,species,Sulawesi Heleia,Heleia squamiceps,,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25151,Sulawesi-Heleia,Heleia de Sulawesi,Гелея скаміцепс,هيليا سكوماسيبس
25342,sthwhe2,,,subspecies,,Heleia squamiceps heinrichi,northwestern Sulawesi (Tentolo-Matinan Mountains),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25152,Heleia squamiceps heinrichi,Heleia squamiceps heinrichi,Хелея скваміцепс гейнріхі,هيليا سكواميسيبس هاينريشي
25343,sthwhe4,,,subspecies,,Heleia squamiceps striaticeps,mountains of north-central Sulawesi,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25153,Gestreifter Schuppenkopf-Heleia,Heleia squamiceps striaticeps,Гелея squamiceps striaticeps,هيليا سكواميسبس سترياتيسبس
25344,sthwhe3,,,subspecies,,Heleia squamiceps stresemanni,mountains of northeastern Sulawesi,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25154,Stresemanns Schuppenkopf-Heleia,Heleia escamocéfala de Stresemann,Гелея лускоголова стреземанна,هيليا سكواميسيبس ستريزيمان
25345,sthwhe5,,,subspecies,,Heleia squamiceps stachyrina,south-central Sulawesi (Latimojong Mountains),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25155,Heleia squamiceps stachyrina,Heleia squamiceps stachyrina,Гелея скумяцепс стахирина,هيليا سكواميسبس ستاكيرينا
25346,sthwhe7,,,subspecies,,Heleia squamiceps squamiceps,southern Sulawesi (Lompobattang Massif),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25156,Schuppenkopf-Bülbül,Bulbul de cabeza escamosa,Пірчастоголовий бульбуль,بلبل ذو الرأس المتقشر
25347,sthwhe6,,,subspecies,,Heleia squamiceps analoga,southeastern Sulawesi (Mengkoka Mountains),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25157,Heleia squamiceps analoga,Heleia squamiceps analoga,Хелея скумяцепс аналога,هيليا سكواميسبس أنالوجا
25348,whbwhe1,name change - English; range,Change English name of Heleia superciliaris from White-browed Heleia to Eyebrowed Heleia,species,Eyebrowed Heleia,Heleia superciliaris,,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25158,Augenbrauen-Heleia,Heleia cejijunta,Гелея надбрівна,هيليا حاجبية
25349,whbwhe4,,,subspecies,,Heleia superciliaris hartertiana,Sumbawa (western Lesser Sundas),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25159,Braunkehl-Babblersänger,Babero cejiblanco,Бурогрудий баблер,طائر بابِلر ذو الحنجرة البنية
25350,whbwhe5,,,subspecies,Yellow-browed Warbler,Heleia superciliaris superciliaris,Flores (western Lesser Sundas),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25160,Braunkehl-Babblersänger,Babero cejiblanco,Баблер сивочеревий,بابِلر حاجب العين
25351,dacwhe1,name change - English,Change English name of Heleia dohertyi from Dark-crowned White-eye to Dark-crowned Heleia,species,Dark-crowned Heleia,Heleia dohertyi,,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25161,Dunkelkronen-Heleia,Heleia coroninegra,Темнокоронна гелея,هيليا ذات التاج الداكن
25352,dacwhe2,,,subspecies,,Heleia dohertyi dohertyi,western Lesser Sundas (mountains of Sumbawa and Satonda),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25162,Dohertys Fliegenschnäpper,Papamoscas de Doherty,Догертійський мухолов,ذبابة دوهرتي
25353,dacwhe3,,,subspecies,,Heleia dohertyi subcristata,western Lesser Sundas (mountains of Flores),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25163,Dohertys Helia-Unterart,Subespecie de Heleia dohertyi,Підвид Heleia dohertyi,النوع الفرعي من Heleia dohertyi
25354,timwhe1,name change - English,Change English name of Heleia muelleri from Timor White-eye to Timor Heleia,species,Timor Heleia,Heleia muelleri,lowlands of western Timor (eastern Lesser Sundas),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25164,Timor-Heleia,Heleia de Timor,Тіморський гелейя,هيليا تيمور
25355,flowhe1,name change - English,Change English name of Heleia crassirostris from Flores White-eye to Flores Heleia,species,Flores Heleia,Heleia crassirostris,western Lesser Sundas (Flores and Sumbawa),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25165,Flores-Heleia,Heleia de Flores,Флореська гелея,هيليا فلوريس
25356,ysweye1,name change - English,Change English name of Heleia wallacei from Yellow-spectacled White-eye to Yellow- spectacled Heleia,species,Yellow-spectacled Heleia,Heleia wallacei,"Lesser Sundas (Sumbawa, Flores, Komodo, Sumba, and Lomblen)",Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25166,Gelbspektakel-Heleia,Heleia de Wallace,Гелея Воллеса,هيليا والاس
25357,bonhon1,,,species,Bonin White-eye,Apalopteron familiare,,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25167,Boninweißauge,Ojo blanco de Bonin,Бонінське білоглазка,عين بيضاء بونين
25358,bonwhe1,,,subspecies,,Apalopteron familiare familiare,Muko-Shima (northern Bonin Islands),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25168,Apalopteron familiare,Apalopteron familiare,Apalopteron familiare,Apalopteron familiare
25359,bonwhe2,,,subspecies,,Apalopteron familiare hahasima,Haha-Shima Group (southern Bonin Islands),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25169,Okinawa-Buschammer,Bushtit de Okinawa,Окінавський кущівник,طائر العائلة أوكيناوا
25360,rufwhe1,,,species,Rufescent White-eye,Tephrozosterops stalkeri,montane epiphyte forest of Seram (southern Moluccas),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25170,Rötlich-Augenbrauenvogel,Zorzalito de ojos blancos rufescente,Рудуватоокий білоглазий,تيفروزوستيروبس ستالكيري
25361,ceywhe1,,,species,Sri Lanka White-eye,Zosterops ceylonensis,montane forest of Sri Lanka,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25171,Zimtaugensänger,Ojo blanco de Ceilán,Цейлонський білоглазий,عين بيضاء سريلانكية
25362,yelwhe1,,,species,Yellowish White-eye,Zosterops nigrorum,,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25172,Gelbliches Weißauge,Ojo Blanco Amarillento,Жовтувато-біле око,عين بيضاء مصفرة
25363,yelwhe2,,,subspecies,,Zosterops nigrorum meyleri,northern Philippines (Camiguin Norte),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25173,Schwarzkappen-Glanzauge,Zosterops de Mindoro,Мейлерів білоокий,زوستروبز نيغروروم مايلري
25364,yelwhe3,,,subspecies,,Zosterops nigrorum aureiloris,northern Philippines (northwestern Luzon),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25174,Zosterops nigrorum aureiloris,Zosterops nigrorum aureiloris,Zosterops nigrorum aureiloris,زوستيروبس نيغروروم أوريلوريس
25365,yelwhe4,,,subspecies,,Zosterops nigrorum innominatus,northern Philippines (northeastern and central Luzon),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25175,Schwarzkappen-Glanzauge,Zosterops de Mindoro,Зостеропс нігроум інномінатус,زوستيروبس نيغروم إنوميناتوس
25366,yelwhe5,,,subspecies,Philippine White-eye,Zosterops nigrorum luzonicus,northern Philippines (southeastern Luzon and Catanduanes),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25176,Luzon-Zwergohreule,Zosterops de Luzón,Лузонський зостеропс,زوستيروبس لوزونيكوس
25367,yelwhe6,,,subspecies,,Zosterops nigrorum nigrorum,"Philippines (Masbate, Negros, Ticao, Panay and Caluya)",Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25177,Schwarzkopflinsenfresser,Zosterops de Negros,Чорноглазий зостеропс,زوستيروبس ذو العيون السوداء
25368,yelwhe7,,,subspecies,,Zosterops nigrorum mindorensis,Philippines (Mindoro),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25178,Mindoro-Zosterops,Zosterops de Mindoro,міднорський зостероп,زوسترُوبس ميندورينسيس
25369,yelwhe8,,,subspecies,Samar White-eye,Zosterops nigrorum catarmanensis,southern Philippines (Camiguin Sur),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25179,Schwarzkappen-Zosterops,Zosterops de Catarman,Зостеропс катарманський,زوستيروبس كاتارمان
25370,yelwhe9,,,subspecies,White-eye,Zosterops nigrorum richmondi,"Cagayancillo Islands (southeast of Palawan, southwestern Philippines)",Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25180,Schwarzkappen-Glanzauge,Zosterops de Richmond,Річмондський зостеропс,زوستيروبس ريتشموند
25371,bkcwhe1,,,species,Black-capped White-eye,Zosterops atricapilla,,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25181,Schwarzscheitel-Weißauge,Ojo blanco coroninegro,Чорношапковий білоглаз,العين البيضاء ذات الغطاء الأسود
25372,bkcwhe2,,,subspecies,Green-backed White-eye,Zosterops atricapilla viridicatus,mountains of northern Sumatra,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25182,Grüner Kap-Zwergastrild,Zosterops de pico negro de Santa Elena,Зостеропс атрикапілла віридікатус,زوستيروبس أتركابيلا فيريدكاتوس
25373,bkcwhe3,,,subspecies,Black-capped White-eye,Zosterops atricapilla atricapilla,mountains of central and southern Sumatra and northern Borneo (Mount Kinabalu),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25183,Schwarzscheitel-Baumweißauge,Ojo blanco de cabeza negra,Чорноголовий білоглаз,عين بيضاء ذات رأس سوداء
25374,whbwhe3,,,species,Pale White-eye,Zosterops flavilateralis,,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25184,Blassgelber Weißauge,Ojo Blanco Pálido,Бліде білоглазка,العين البيضاء الشاحبة
25375,palwhe1,,,subspecies,,Zosterops flavilateralis jubaensis,southeastern Ethiopia to Somalia and far northern Kenya,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25185,Zosterops flavilateralis jubaensis,Zosterops flavilateralis jubaensis,Зостеропс flavilateralis jubaensis,زوستيروبس flavilateralis jubaensis
25376,palwhe2,,,subspecies,Unknown,Zosterops flavilateralis flavilateralis,far southwestern Ethiopia to eastern Kenya and east-central Tanzania,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25186,Gelbseiten-Glanzauge,Zosterops de lados amarillos,Жовтобокий зостеропс,زسترُوبس فلافيلاتيراليس فلافيلاتيراليس
25377,brrwhe9,,,species,Mbulu White-eye,Zosterops mbuluensis,southeastern Kenya (Chyulu Mountains) and northern Tanzania (North Pare Mountains),Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25187,Mbulu-Weiße Augen,Ojo Blanco de Mbulu,Мбулу білоокий,زسترُوبس مبولويْنسيس
25378,cfweye1,,,species,Chestnut-flanked White-eye,Zosterops erythropleurus,southeastern Siberia to southwestern China and northeastern Manchuria; winters to southeastern Asia,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",,,25188,Brustfleck-Weißenauge,Ojo blanco costado castaño,Білоокий з каштановими боками,عين بيضاء الجنب الكستنائي
